,values,category
29059,Which airlines fly from bwi to dallas fort worth the price fort worth the money.,travel
29060,which airlines fly from denver to dallas fort worth,travel
29061,show me all the saturday trains from pittsburgh to baltimore,travel
29062,show me all the saturday flights from pittsburgh to baltimore,travel
29063,Come down every Saturday from pittsburgh to baltimore on tour!,travel
29064,Show me the entire saturday flights from pittsburgh to baltimore.,travel
29065,show me all the saturday flights from boston to baltimore,travel
29066,show me all the daily flights from pittsburgh to baltimore,travel
29067,American airlines will fly from denver to milwaukee.,travel
29068,american airlines from denver to ;,travel
29069,american airlines from chicago to milwaukee,travel
29070,american airlines from denver to milwaukee,travel
29071,american express from denver to milwaukee,travel
29072,The american airline goes from denver to milwaukee.,travel
29073,northwest airlines from denver to milwaukee,travel
29074,i need flight information on you leaving pittsburgh and arriving in baltimore in the morning,travel
29075,i need flight information on thursday leaving pittsburgh and arriving in chicago in the morning,travel
29076,I need flight information on thursday leaving pittsburgh and arriving in baltimore in the morning.,travel
29077,i need flight time on thursday leaving pittsburgh and arriving in baltimore in the morning,travel
29078,i need flight information on thursday leaving pittsburgh and arriving in baltimore in the morning,travel
29079,i need more information on thursday leaving pittsburgh and arriving in baltimore in the morning,travel
29080,I want flight information on thursday left pittsburgh and arriving in baltimore on the morning.,travel
29081,i need flight information on thursday leaving pittsburgh and arriving in baltimore in the.,travel
29082,i need flight information on thursday leaving boston and arriving in baltimore in the morning,travel
29083,do you have an early morning plane from philadelphia to pittsburgh?,travel
29084,do you have an early morning direct flight from chicago to pittsburgh,travel
29085,do you have an early morning direct flight from philadelphia to?,travel
29086,do you have an early morning direct flight from philadelphia to pittsburgh,travel
29087,do you have an early morning charter flight from philadelphia to pittsburgh,travel
29088,Do you take direct flight from philadelphia to pittsburgh early morning?,travel
29089,flight from washington dc to salt lake.,travel
29090,Get to salt lake city from washington to salt lake.,travel
29091,service from washington dc to salt lake city,travel
29092,Flight from washington to Salt Lake city.,travel
29093,flight from washington dc to salt lake city,travel
29094,what ground transportation is available in san francisco,travel
29095,what ground transportation is available in san?,travel
29096,How much land is available in san francisco?,travel
29097,what public transportation is available in san francisco,travel
29098,What kind of transportation is available in san francisco?,travel
29099,what ground water is available in san francisco,travel
29100,i would like a flight from dallas to philadelphia,travel
29101,i'd like to take a flight from dallas to philadelphia.,travel
29102,i would like a flight from boston to philadelphia,travel
29103,I would like to fly from dallas to philadelphia for an flight in the direction of philadelphia.,travel
29104,What are the flights up denver up to oakland from the denver airport?,travel
29105,what are the flights from oakland to oakland,travel
29106,What are the flights from denver to oakland by flights?,travel
29107,what are the miles from denver to oakland,travel
29108,what are the flights from denver to oakland,travel
29109,What are the flights in atlanta for october first from atlanta to baltimore on tuesday?,travel
29110,what are the flights on tuesday october first from atlanta to baltimore,travel
29111,what flies only from atlanta to baltimore to take care of tuesday october 2019?,travel
29112,what are the flights on tuesday october first from boston to baltimore,travel
29113,what are the flights on 1 october first from atlanta to baltimore,travel
29114,what are the flights on tuesday? first from atlanta to baltimore,travel
29115,"i would like to see flights from baltimore to atlanta arriving before noon, and i would like to see flights from denver to atlanta arriving before noon.",travel
29116,i d like to see flights from denver to atlanta that arrive before noon and i d like to see flights from denver to atlanta that arrive before noon,travel
29117,i d like to see flights from baltimore to atlanta that arrive before noon and i d like to see flights from baltimore to atlanta that arrive before noon,travel
29118,i d like to see flights from baltimore to atlanta that arrive before. and i d like to see flights from denver to atlanta that arrive before noon,travel
29119,i d like to see flights from baltimore to atlanta that arrive before noon and i d like to see flights from denver to atlanta that arrive before noon,travel
29120,I d like to see a flight from baltimore to atlanta arriving before noon and a flight from denver to atlanta arriving before noon.,travel
29121,show me all the way between philadelphia and denver,travel
29122,Show me all the flights from philadelphia to denver.,travel
29123,show me all the flights between philadelphia and denver,travel
29124,show me all the flights between chicago and denver,travel
29125,Show me all the flights between philadelphia and denver.,travel
29126,show me all the flights between philadelphia and.,travel
29127,show me flights from chicago to pittsburgh after 1700 hours on wednesday,travel
29128,"Sunday, wednesday, show me bus journey from boston to pittsburgh, after 1700 hours.",travel
29129,Show me flights from boston to pittsburgh after 12:00 on wednesday.,travel
29130,show me flights from boston to chicago after 1700 hours on wednesday,travel
29131,show me flights from boston to pittsburgh after 1700 hours on.,travel
29132,show me all from boston to pittsburgh after 1700 hours on wednesday,travel
29133,show me flights from boston to pittsburgh after 1700 hours on wednesday,travel
29134,show me flights from boston to pittsburgh after 24 hours on wednesday,travel
29135,show me round trip tickets from new york to.,travel
29136,Make me the round trip ticket from new york to miami.,travel
29137,show me round the tickets from new york to miami,travel
29138,show me round trip tickets from new york to miami,travel
29139,Give me round trip tickets from New York to miami.,travel
29140,show me your trip tickets from new york to miami,travel
29141,what is the schedule of ground transportation from washington airport into?,travel
29142,what is the schedule of ground transportation from the airport into downtown,travel
29143,what is the schedule for ground transportation from the washington airport to downtown?,travel
29144,what is the schedule of ground transportation from washington airport into downtown,travel
29145,what is the schedule of air transportation from washington airport into downtown,travel
29146,what is the point of ground transportation from washington airport into downtown,travel
29147,what is the schedule of ground transportation from washington dc into downtown,travel
29148,What's the schedule for air transport from washington airport to downtown?,travel
29149,what is the schedule of ground traffic from washington airport into downtown,travel
29150,i want to fly from philadelphia to dallas to san francisco on monday july.,travel
29151,i want to fly from philadelphia to dallas to san francisco on monday july eighth,travel
29152,"Last week, we departed from philadelphia to dallas and san francisco.",travel
29153,i want to fly from chicago to dallas to san francisco on monday july eighth,travel
29154,i want to fly from philadelphia to dallas to san francisco on monday the eighth,travel
29155,i want to fly from philadelphia to seattle to san francisco on monday july eighth,travel
29156,"i want to fly from philadelphia to dallas to san francisco on monday, july 8th, on monday.",travel
29157,list lowest cost flight from dallas to baltimore that serves a.,travel
29158,list lowest passenger flight from dallas to baltimore that serves a meal,travel
29159,Please help us write a meal.,travel
29160,list lowest cost flight from dallas to baltimore that serves a meal,travel
29161,List the lowest price flight from dallas to baltimore and serve the meal.,travel
29162,list lowest cost flight from boston to baltimore that serves a meal,travel
29163,list of cost flight from dallas to baltimore that serves a meal,travel
29164,list lowest cost bus from dallas to baltimore that serves a meal,travel
29165,Show me all the flights between oakland and denver.,travel
29166,show me all the flights between oakland and.,travel
29167,Show me all my travels between oakland and denver.,travel
29168,show me all the way between oakland and denver,travel
29169,show me all the flights between chicago and denver,travel
29170,show me all the flights between oakland and denver,travel
29171,show me flights between denver and.,travel
29172,Show me flights between denver and baltimore.,travel
29173,show me everything between denver and baltimore,travel
29174,show me flights between denver and baltimore,travel
29175,Please allow me to go between denver and baltimore.,travel
29176,show me flights between boston and baltimore,travel
29177,give me the round trip coach fare from baltimore to dallas,travel
29178,give me the round trip coach fare from baltimore to.,travel
29179,Give me the flight coach fares from baltimore to dallas.,travel
29180,give me the round trip air fare from baltimore to dallas,travel
29181,give me the round of coach fare from baltimore to dallas,travel
29182,get me the round trip coach fare from baltimore to dallas.,travel
29183,give me the round trip coach fare from chicago to dallas,travel
29184,Show me the coolest flight to love field!,travel
29185,show me the latest flight to love.,travel
29186,show me the latest flight to love field,travel
29187,show me the latest addition to love field,travel
29188,show me the latest flight to love field.,travel
29189,show me the next flight to love field,travel
29190,what flights are available between baltimore and boston on august twelfth,travel
29191,what is available on the summer 12th between the two of august to join Baltimore and boston.,travel
29192,what services are available between baltimore and boston on august twelfth,travel
29193,what flights between baltimore and boston open for the year 2012 are available on august twelfth.,travel
29194,what flights are scheduled between baltimore and boston on august twelfth,travel
29195,what flights are available between chicago and boston on august twelfth,travel
29196,what flights are available between baltimore and boston on the twelfth,travel
29197,what flights are available between baltimore and boston on august.,travel
29198,what is ewr,travel
29199,what is?,travel
29200,What is ewr?,travel
29201,show me all flights from san francisco to pittsburgh on.,travel
29202,show me all flights from san francisco to chicago on friday,travel
29203,show me all flights from san francisco to pittsburgh on friday,travel
29204,Show me all the flights from san francisco to pittsburgh on friday.,travel
29205,show me all trains from san francisco to pittsburgh on friday,travel
29206,Show me all flights from san francisco to pittsburgh on friday.,travel
29207,what are the flights from seattle to san jose on wednesday the nineteenth,travel
29208,what are the flights from tacoma to san francisco on wednesday the nineteenth,travel
29209,what are the flights from tacoma to san jose on friday the nineteenth,travel
29210,"Do you remember the late tacoma flight to san jose - as in the nineties, in the nineties?",travel
29211,what are the flights from tacoma to san jose on wednesday the?,travel
29212,what are the flights on Wednesday and 19th flight from tacoma to san jose?,travel
29213,what are the flights from tacoma to san jose on wednesday the nineteenth,travel
29214,and i ll need ground transportation for tuesday july sixth to wednesday july seventh in san diego,travel
29215,to wednesday to wednesday if we need ground transportation for tuesday july sixth to wednesday july seventh in san diego.,travel
29216,and i ll need ground clearance for tuesday july sixth to wednesday july seventh in san diego,travel
29217,and i ll need ground transportation for monday july sixth to wednesday july seventh in san diego,travel
29218,and i ll need ground transportation for tuesday july sixth to thursday july seventh in san diego,travel
29219,and i ll need the transportation for tuesday july sixth to wednesday july seventh in san diego,travel
29220,and i ll need ground transportation for tuesday july sixth to wednesday july seventh in san.,travel
29221,and for tuesday july sixth to wednesday july seventh in san diego.,travel
29222,explain restriction ap.,travel
29223,". d. ap 77, explain the limit.",travel
29224,Tell the limitation as for ap 57.,travel
29225,explain : ap 57,travel
29226,explain restriction. 57,travel
29227,explain restriction ap 57,travel
29228,i would like the flight number and the time for the cheapest fare that is the least expensive first class fare from san francisco to pittsburgh leaving after 8 am monday night,travel
29229,i would like the flight number and the time for the cheapest fare that is the least expensive first class fare from san francisco to seattle leaving after 8 pm monday night,travel
29230,i want to get the correct flight number and the time to fly the cheapest liar fare from san francisco to pittsburgh from 14 p.m.,travel
29231,i would like the flight number and the time for the cheapest fare that is the least expensive first class fare from san francisco to pittsburgh leaving after 8 pm monday.,travel
29232,i would like the flight number and the time for the cheapest fare that is the least expensive first class fare from san francisco to pittsburgh leaving after 6 pm monday night,travel
29233,i would like the flight number and the time for the flight fare that is the least expensive first class fare from san francisco to pittsburgh leaving after 8 pm monday night,travel
29234,i would like the flight time and the time for the cheapest fare that is the least expensive first class fare from san francisco to pittsburgh leaving after 8 pm monday night,travel
29235,"i would like the time and flight number for the cheapest price, which is the most expensive first class fare from San Francisco to pittsburgh leaving monday afternoon after 8pm.",travel
29236,i would like the flight number and the time for the cheapest fare that is the least expensive first class fare from san francisco to pittsburgh leaving after 8 pm monday night,travel
29237,i would like the flight number and the address for the cheapest fare that is the least expensive first class fare from san francisco to pittsburgh leaving after 8 pm monday night,travel
29238,i would like the flight number and the time for the cheapest fare that is the least expensive first class fare from san francisco to pittsburgh leaving after 8 pm at night,travel
29239,i would like the phone number and the time for the cheapest fare that is the least expensive first class fare from san francisco to pittsburgh leaving after 8 pm monday night,travel
29240,i would like to fly to denver for under 500 dollars please show me the airfares between pittsburgh and denver,travel
29241,i would like to fly to denver for under 500 dollars please show me the route between pittsburgh and denver,travel
29242,i would like to fly to denver for under 500 miles please show me the airfares between pittsburgh and denver,travel
29243,Send me the ticket between pittsburgh and denver for under 500 dollars. Please show me the airfares between pittsburgh and denver.,travel
29244,i would like to fly to denver for under 500 dollars please show me the airfares between chicago and denver,travel
29245,i would like to fly to pittsburgh for under 500 dollars please show me the airfares between pittsburgh and denver,travel
29246,i would like to fly to denver for under ten dollars please show me the airfares between pittsburgh and denver,travel
29247,Please show me the airfares from pittsburgh to denver for 500 dollars if you can fly from denver.,travel
29248,"100 percent of london to philadelphia must be considered to be the most effective alternative of any choice and 100 percent of london to london to be regarded as a cheaper alternative from all sides of the world. 100 percent of the best way of transportation in the world, 40 percent of the largest dollar equivalent of london to philadelphia must be considered to be less than 100 percent tax per person.",travel
29249,round trip fares from baltimore to philadelphia less than 1000 dollars or round trip fares from denver to philadelphia less than 1000 dollars or round trip fares from pittsburgh to philadelphia less than 1000 dollars,travel
29250,round trip fares from baltimore to philadelphia less than 1000 dollars or round trip fares from denver to philadelphia less than 1000 dollars or round trip fares from denver to philadelphia less than 1000 dollars,travel
29251,"fares from baltimore to philadelphia in less than 1000 dollars or fares from denver to philadelphia in less than 1000 dollars, or fares from pittsburgh to philadelphia in less than 1000 dollars. fares from denver to philadelphia in less than 1000 dollars.",travel
29252,round trip fares from baltimore to philadelphia less than 1000 dollars or round trip fares from baltimore to philadelphia less than 1000 dollars or round trip fares from pittsburgh to philadelphia less than 1000 dollars,travel
29253,round trip fares from denver to philadelphia less than 1000 dollars or round trip fares from denver to philadelphia less than 1000 dollars or round trip fares from pittsburgh to philadelphia less than 1000 dollars,travel
29254,Please list the flight from washington dc to atlanta.,travel
29255,please list the flights from washington dc to atlanta,travel
29256,You may specify the flight from washington to atlanta.,travel
29257,please list the route from washington dc to atlanta,travel
29258,please list the flights from washington dc to.,travel
29259,find travel arrangements for a round trip flight from dallas to pittsburgh,travel
29260,find the arrangements for a round trip flight from dallas to pittsburgh,travel
29261,find travel arrangements for a round trip flight from dallas to.,travel
29262,find travel options for a round trip flight from dallas to pittsburgh,travel
29263,"Take a round trip from dallas to pittsburgh or a weekend flight, or visit us!",travel
29264,Find travel arrangements for a round trip from dallas to pittsburgh on a trip of three days to a different city.,travel
29265,find travel arrangements for a round trip flight from chicago to pittsburgh,travel
29266,List all flights from montreal to washington at the lowest one-way price fares only for saturday passes.,travel
29267,list flights from montreal to washington with the same one way fares that leaves on saturday,travel
29268,list : from montreal to washington with the lowest one way fares that leaves on saturday,travel
29269,list flights from montreal to toronto with the lowest one way fares that leaves on saturday,travel
29270,the flights from montreal to washington with the lowest one way fares that leaves on saturday,travel
29271,list flights from boston to washington with the lowest one way fares that leaves on saturday,travel
29272,List a one way route that passes from montreal to washington on the second day of saturday.,travel
29273,list flights from montreal to washington with the lowest one way fare that leaves on saturday,travel
29274,list flights from montreal to washington with the lowest one way fares that leaves on.,travel
29275,list flights from montreal to washington with the lowest one way fares that leaves on saturday,travel
29276,list flights from montreal to washington with the lowest one - fares that leaves on saturday,travel
29277,what are the prices of the flights from atlanta to atlanta in the morning,travel
29278,what are the prices of the flights from atlanta to dallas in the morning,travel
29279,what are the prices of the flights from denver to dallas in the morning,travel
29280,What are the days of the flights from atlanta to dallas to where are the prices?,travel
29281,what are the prices of the flights from atlanta to dallas in the?,travel
29282,What are the prices for the morning flights from atlanta to dallas from atlanta?,travel
29283,what are the odds of the flights from atlanta to dallas in the morning,travel
29284,i d like information on all the flights from san francisco to seattle on tuesday,travel
29285,I want any information about all the flights taking off San Francisco from pittsburgh on tuesday to pittsburgh.,travel
29286,i want to learn all about flights from San Francisco to pittsburgh on tuesday.,travel
29287,i d like information on all the flights from san francisco to pittsburgh on.,travel
29288,i d like information on all the flights from san francisco to pittsburgh on tuesday,travel
29289,i d like information on all the trains from san francisco to pittsburgh on tuesday,travel
29290,i d like you on all the flights from san francisco to pittsburgh on tuesday,travel
29291,Can you tell me about the ground transportation between the dallas airport and the center of downtown dallas?,travel
29292,can you tell me about ground transportation between the chicago airport and downtown dallas,travel
29293,can you tell me about ground transportation between the dallas airport and downtown dallas,travel
29294,can you tell me about ground traffic between the dallas airport and downtown dallas,travel
29295,Can you tell me how to get to the airport and downtown of dallas by foot?,travel
29296,can you tell me about the transportation between the dallas airport and downtown dallas,travel
29297,i d like to go from st. paul to kansas city on friday with a.,travel
29298,i d like to go from st. paul to kansas city on sunday with a meal,travel
29299,i d like to go from st. paul to the city on friday with a meal,travel
29300,i d like to go from st. paul to kansas city on friday with a meal,travel
29301,the kansas city house served on friday by an after drank.,travel
29302,i want to go st paul to kansas city on Friday with a meal.,travel
29303,i d like to go from st. louis to kansas city on friday with a meal,travel
29304,show me city served simultaneously by nation-air and canadian airlines international.,travel
29305,show me city served both by amtrak and canadian airlines international,travel
29306,Show me city is served by nationair and canadian airlines international.,travel
29307,show me city served both by nationair and canadian airlines.,travel
29308,show me city served both by nationair and united airlines international,travel
29309,show me city served both by nationair and canadian airlines international,travel
29310,show me is served both by nationair and canadian airlines international,travel
29311,how many flights does eastern airlines have from boston to atlanta,travel
29312,How many flights do eastern airlines have from boston to atlanta from boston to atlanta?,travel
29313,how many flights does united airlines have from boston to atlanta,travel
29314,how many flights does eastern airlines have from chicago to atlanta,travel
29315,how many flights does eastern airlines have from boston to?,travel
29316,How many planes does eastern airlines take from boston to atlanta from atlanta to atlanta?,travel
29317,"what airport is at tampa is in, is tampa at?",travel
29318,what airport is at tampa,travel
29319,what it is at tampa,travel
29320,what airport is at?,travel
29321,what airport is at tampa?,travel
29322,what does it cost to fly from boston to san francisco on united airlines flight 21,travel
29323,what does it cost to fly from boston to san francisco on united airlines flight?,travel
29324,How much money is spent flying from boston to san francisco on the united airlines flight 21?,travel
29325,what does it cost to fly from seattle to san francisco on united airlines flight 21,travel
29326,What on united airlines flight 21 costs a fly from boston to san francisco?,travel
29327,what does it cost to fly from boston to san francisco on united airlines? 21,travel
29328,i want a flight from san diego to indianapolis that leaves tomorrow afternoon,travel
29329,i want a flight from san diego to indianapolis that leaves tuesday afternoon,travel
29330,I want to fly to the city of San diego that goes to indianapolis on tuesday afternoon.,travel
29331,i want a flight from san francisco to indianapolis that leaves tuesday afternoon,travel
29332,i want a flight from san diego to indianapolis that leaves tuesday.,travel
29333,I want to fend from san diego to indianapolis that leaves tuesday afternoon.,travel
29334,On wednesday morning flights from pittsburgh to atlanta depart from pittsburgh / Monday morning.,travel
29335,morning flights from pittsburgh to atlanta on.,travel
29336,morning flights from pittsburgh to chicago on wednesday,travel
29337,morning flights from pittsburgh to atlanta on wednesday,travel
29338,morning flight from pittsburgh to atlanta on wednesday,travel
29339,Wednesday morning flights between pittsburgh and atlanta take place wednesday morning.,travel
29340,scheduled flights from pittsburgh to atlanta on wednesday,travel
29341,morning flights from chicago to atlanta on wednesday,travel
29342,what flights leave from chicago to seattle on saturday,travel
29343,what? leave from chicago to seattle on saturday,travel
29344,what airlines depart from chicago to seattle on saturday?,travel
29345,what flights leave from chicago to seattle on?,travel
29346,what flights leave from portland to seattle on saturday,travel
29347,"saturday, the flights depart from chicago to seattle.",travel
29348,list all flights going from boston to atlanta before 10 o clock am on thursday,travel
29349,list all flights going from boston to atlanta before 5 o clock am on thursday,travel
29350,list all trains going from boston to atlanta before 5 o clock am on thursday,travel
29351,list all flights going from boston to atlanta before 5 o. am on thursday,travel
29352,List all flights from boston to atlanta by five o'clock on thursday.,travel
29353,list all flights going from boston to atlanta before 5 o clock am on.,travel
29354,list all flights g - ing from boston to atlanta before 5 o clock am on thursday,travel
29355,list all flights going from denver to atlanta before 5 o clock am on thursday,travel
29356,List all flights from Boston to Atlanta on Thursday morning before 6 o'clock.,travel
29357,list all flights going from boston to chicago before 5 o clock am on thursday,travel
29358,how much of a first class trip from atlanta to San francisco from atlanta to san francisco is cost?,travel
29359,how much is a first class round trip from seattle to san francisco,travel
29360,how much is a first class round trip from atlanta to san?,travel
29361,how much is a first class plane trip from atlanta to san francisco,travel
29362,how much is a first class round trip from atlanta to san francisco,travel
29363,how much does the round trip from atlanta to san francisco cost you first class.,travel
29364,i want to go from boston to atlanta on monday,travel
29365,i want to go from here to atlanta on monday,travel
29366,i want to go from boston to chicago on monday,travel
29367,i want to get back from boston to atlanta on monday.,travel
29368,i want to go monday from boston to atlanta.,travel
29369,i want to go from boston to atlanta on.,travel
29370,What about the transportation from boston to san diego.,travel
29371,what about flights from seattle to san diego,travel
29372,What about flights from boston to san diego?,travel
29373,what about flights from boston to san diego,travel
29374,what about going from boston to san diego,travel
29375,what about flights from boston to san?,travel
29376,show me the flights from atlanta to baltimore,travel
29377,show me the flights from boston to baltimore,travel
29378,show me the way from atlanta to baltimore,travel
29379,Tell me the flights from atlanta to baltimore in atlanta.,travel
29380,Give me directions from Atlanta to baltimore.,travel
29381,what s the cheapest one way ticket from oakland to washington dc,travel
29382,what s the only one way flight from oakland to washington dc,travel
29383,what s the cheapest one way flight from oakland to washington?,travel
29384,what cheapest one way flights for the oakland to washington dc?,travel
29385,what s the cheapest one way flight from london to washington dc,travel
29386,what s the cheapest one way flight from oakland to washington dc,travel
29387,What's the cheapest international flight in fucky dc from oakland to washington?,travel
29388,what s the cheapest one. flight from oakland to washington dc,travel
29389,show me the flights from love field,travel
29390,Show me the planes from love field.,travel
29391,show me the girl from love field,travel
29392,show me the flights from love.,travel
29393,show me the flights from the field,travel
29394,i need a nonstop flight from san diego to.,travel
29395,to fly e-mails to phoenix by the city of San diego.,travel
29396,i need a nonstop flight from san francisco to phoenix,travel
29397,i need a car free from san diego to phoenix.,travel
29398,i need a direct flight from san diego to phoenix,travel
29399,i need a nonstop flight from san diego to phoenix,travel
29400,What flights will take from atlanta to oakland on thursday?,travel
29401,what trains are there from atlanta to oakland on thursday,travel
29402,what flights are there from seattle to oakland on thursday,travel
29403,what flights are there from atlanta to oakland on thursday,travel
29404,what flights are there from atlanta to chicago on thursday,travel
29405,what flights are there from atlanta to oakland on?,travel
29406,What airlines can fly from atlanta to oakland on thursday from atlanta to oakland?,travel
29407,what flights from kansas city to chicago arrive at chicago at 7 am next wednesday,travel
29408,When planes from kansas to chicago arrive at 7 p.m. next wednesday at 7 p.m.,travel
29409,what flights from kansas city to chicago arrived at chicago at 7 pm next wednesday,travel
29410,what flights from kansas city to chicago arrive at chicago at 8 pm next wednesday,travel
29411,what happened from kansas city to chicago arrive at chicago at 7 pm next wednesday,travel
29412,what flights from kansas city to chicago arrive at chicago at 7 pm next wednesday,travel
29413,what flights from kansas city to chicago arrive at chicago at 7 pm next?,travel
29414,"Next wednesday, the flights from kansas city to chicago arrive at 7 p.m.",travel
29415,i would like to book a flight from chicago into seattle on my first on continental airlines,travel
29416,i would like to book a flight from portland into seattle on june first on continental airlines,travel
29417,june 1 when i book the flight from chicago to seattle on continental flights.,travel
29418,i would like to book a flight from chicago into seattle on june first on continental.,travel
29419,i would like to book a flight from chicago into seattle on june first on northwest airlines,travel
29420,i want to fly to seattle at chicago in june on continental flights.,travel
29421,i would like to book a flight from chicago into boston on june first on continental airlines,travel
29422,i would like to book a flight from chicago into seattle on june first on continental airlines,travel
29423,what happened from las vegas to montreal on saturday,travel
29424,what flights from las vegas to montreal on saturday,travel
29425,what flights from las vegas to montreal on?,travel
29426,Those flights from las vegas to montreal will depart on saturday.,travel
29427,"What departure will depart at sea, from Las vegas to montreal?",travel
29428,list all flights on continental from denver to chicago on sunday which depart after 6 pm,travel
29429,"List the last flight on continental from denver to chicago on sunday, departing after 934.",travel
29430,list all flights on continental from denver to chicago on sunday which depart after 934 ;,travel
29431,List all flights sailing from denver to chicago on continental sunday from 9 to 34 at once the week of November.,travel
29432,list all flights on continental from denver to chicago on routes which depart after 934 pm,travel
29433,list all flights on continental from boston to chicago on sunday which depart after 934 pm,travel
29434,list all flights on continental from denver to chicago on sunday which depart after 934 pm,travel
29435,list all flights on continental from denver to chicago on sunday which is after 934 pm,travel
29436,list all flights on sunday from denver to chicago on sunday which depart after 934 pm,travel
29437,list all trains on continental from denver to chicago on sunday which depart after 934 pm,travel
29438,what flights leave atlanta at about 3 in the morning and arrive in san francisco,travel
29439,what flights leave seattle at about 3 in the afternoon and arrive in san francisco,travel
29440,what would leave atlanta at about 3 in the afternoon and arrive in san francisco,travel
29441,When flights depart atlanta at about 3 o'clock and return to Santa Monica at the evening!,travel
29442,what flights leave atlanta at about 3 in the afternoon and arrive in san francisco,travel
29443,what flights leave atlanta at about three in the afternoon and arrive in san francisco,travel
29444,Atlanta goes into the afternoon around 3 and arrives in San francisco at approximately 3 o'clock.,travel
29445,what flights leave atlanta at about 3 in the afternoon and arrive in san.,travel
29446,Show me all flights from denver to pittsburgh that serve lunch at the end of the morning.,travel
29447,show me all flights from denver to pittsburgh which serve a meal for the day after tomorrow,travel
29448,show me all flights from denver to pittsburgh which serve a reservation for the day after tomorrow,travel
29449,Show me the flight from denver to pittsburgh for the day after tomorrow.,travel
29450,show me all flights from chicago to pittsburgh which serve a meal for the day after tomorrow,travel
29451,show me all trains from denver to pittsburgh which serve a meal for the day after tomorrow,travel
29452,show me all flights from denver to chicago which serve a meal for the day after tomorrow,travel
29453,show me all flights from denver to pittsburgh which serve a meal for the day after.,travel
29454,is there ground transportation from the local airport to downtown atlanta,travel
29455,is there ground access from the atlanta airport to downtown atlanta,travel
29456,Is there ground transportation from the Atlanta airport to downtown atlanta?,travel
29457,is there any transportation from the atlanta airport to downtown atlanta,travel
29458,is there ground transportation from the atlanta airport to downtown atlanta,travel
29459,Does the airport atlanta transport to downtown atlanta on the ground?,travel
29460,i am interested in booking an early morning flight from dallas into texas and returning in the late evening,travel
29461,i am interested in booking an early morning flight from dallas into houston and returning in the late evening,travel
29462,i am interested in booking an early morning flight from dallas into houston and returning in the late.,travel
29463,I want to book a fly from dallas to houston in the morning and return in the evening.,travel
29464,"If you do not want to book an early morning flight from dallas to houston, then you can return late evening.",travel
29465,i am interested in booking an early morning flight from seattle into houston and returning in the late evening,travel
29466,please give me fares from denver to philadelphia,travel
29467,Please give me fares from denver to philadelphia.,travel
29468,please give me fares from boston to philadelphia,travel
29469,Please bring me fares from denver to philadelphia.,travel
29470,please give me directions from denver to philadelphia,travel
29471,"i need the trains that will fly to pittsburgh after 7 p.m. tomorrow. If you're leaving denver, we need the service that will ship to the new york area into pittsburgh.",travel
29472,i need the flights that leave denver after 7 am next monday and fly to pittsburgh,travel
29473,i need the flights that leave denver after 7 pm next week and fly to pittsburgh,travel
29474,i need the flights that leave denver after 6 pm next monday and fly to pittsburgh,travel
29475,"I need the flights that run to denver in the morning, by 19:00pm next monday and fly to pittsburgh.",travel
29476,i need the planes that leave denver after 7 pm next monday and fly to pittsburgh,travel
29477,i need the flights that leave denver after 7 pm next monday and fly to.,travel
29478,i need the flights that leave shortly after 7 pm next monday and fly to pittsburgh,travel
29479,i need the flights that leave denver after 7 pm next monday and fly to pittsburgh,travel
29480,List all flights arriving at general mitchell international airport.,travel
29481,list all flights arriving at general aviation international,travel
29482,list all flights arriving at general mitchell international,travel
29483,list all flights arriving at general mitchell international.,travel
29484,list all ships arriving at general mitchell international,travel
29485,list all flights arriving at general mitchell.,travel
29486,list all flights arriving at port mitchell international,travel
29487,Information about ground transportation in denver.,travel
29488,conference on ground transportation in denver,travel
29489,information on public transportation in denver,travel
29490,Information on ground transportation in denver.,travel
29491,information on ground transportation in denver,travel
29492,information on ground transportation in.,travel
29493,information on ground operations in denver,travel
29494,how many flights come from denver to baltimore on the nineteenth,travel
29495,"according to the census, about 90 percent of flights between denver and baltimore have come in july nineteenth.",travel
29496,how many had come from denver to baltimore on july nineteenth,travel
29497,how many flights come from denver to baltimore on july nineteenth,travel
29498,how many flights come from boston to baltimore on july nineteenth,travel
29499,how many flights come from denver to baltimore on july?,travel
29500,How many flights goes from denver to baltimore in july nineteenth on the date of july 19.,travel
29501,list nonstop flights from los angeles to chicago which arrive on monday after 5 pm,travel
29502,list nonstop flights from los angeles to pittsburgh which arrive on monday after 5 ;,travel
29503,list nonstop flights from los angeles to pittsburgh which arrive on monday after 5 pm,travel
29504,list of flights from los angeles to pittsburgh which arrive on monday after 5 pm,travel
29505,Take out nonstop flights from los angeles to pittsburgh by monday after 5am.,travel
29506,list nonstop flights from los angeles to pittsburgh which arrive on or after 5 pm,travel
29507,"en route to pittsburgh on Monday, which arrive after the minute of 17 o'clock by thursday.",travel
29508,list nonstop flights from los angeles to pittsburgh which arrive on monday after 8 pm,travel
29509,pittsburgh to atlanta ;,travel
29510,wednesday pittsburgh to atlanta.,travel
29511,pittsburgh to atlanta wednesday,travel
29512,pittsburgh to pittsburgh wednesday,travel
29513,moved to atlanta wednesday,travel
29514,"Wednesday, pittsburgh to atlanta and pittsburgh to the bottom of the street.",travel
29515,us air mail leaving boston at 428 what is the arrival time in baltimore,travel
29516,us air 269 leaving baltimore at 428 what is the arrival time in baltimore,travel
29517,us route 269 leaving boston at 428 what is the arrival time in baltimore,travel
