Unnamed: 0,value,category
2158, do you have the fare for traveling from oakland airport to oakland downtown,travel
1169, list all flights departing from general mitchell,travel
4725, in denver what kind of ground transportation is there from the airport to downtown,travel
232, what is the fare from san francisco to dallas fort worth on delta flight 852,travel
66, give me a list of airports in baltimore,travel
1603, what flights do you have from milwaukee to tampa,travel
3283, what is the earliest flight in the morning leaving boston for baltimore,travel
3596, i want to fly from philadelphia to dallas to san francisco on monday july eighth,travel
125, all flights from boston to washington dc on november tenth,travel
1296, all flights from baltimore to philadelphia less than 1000 dollars,travel
1976, show flights first class on american from dallas fort worth to san francisco international,travel
4497, where do the flights from boston to oakland stop,travel
4461, please list united flights between boston and denver departing at 9 am,travel
2075, i need a flight tomorrow from atlanta to baltimore,travel
3086, show me flights from atlanta to baltimore,travel
4326, are there any nonstop flights from philadelphia to denver that arrive before 5 pm,travel
3345, what is the cheapest fare from boston to san francisco,travel
4444, i want a flight originating in denver going to pittsburgh and atlanta in either order,travel
2797, show me the earliest flight from boston to san francisco,travel
918, what flights go from san francisco to washington via indianapolis,travel
1646, what is the cheapest fare from baltimore to dallas in any class,travel
364, show me flights from pittsburgh to atlanta on monday morning,travel
3287, how many cities are served by lufthansa with first class flights,travel
2125, show flights from denver to oakland arriving between 12 and 1 o'clock,travel
4123, information on american airline flights from washington to philadelphia early morning times of flight,travel
525, what first class flights are available from denver to baltimore on july twenty fifth 1991,travel
55, i'd like to know the shortest trip between boston and san francisco,travel
638, and flight from oakland to boston leaving after midnight,travel
302, what is the first flight from atlanta to baltimore that serves lunch,travel
2766, what flights do you have from newark new jersey to ontario california that connect in phoenix,travel
1276, i need to go from philadelphia to dallas,travel
2055, show me the flights from philadelphia to dallas with one stop,travel
3644, list all flights arriving at general mitchell international,travel
4143, i would like a flight leaving from boston arriving in san francisco with a stopover in atlanta,travel
2878, what ground transportation is available in san francisco,travel
4202, what are my meal options from boston to denver,travel
2286, show me the earliest flights from boston to denver on wednesday,travel
2261, does united airlines have flights between boston and denver,travel
2296, what airline is hp,travel
1753, do you have a flight from atlanta to charlotte north carolina next monday,travel
1968, please show me airlines with flights from philadelphia to dallas,travel
4332, show flights from pittsburgh to oakland on us airlines with fare information,travel
3117, i need a flight from newark to los angeles leaving tomorrow evening,travel
2393, sure i'd like to determine what aircraft are use on july seventh leaving from boston and arriving in atlanta on july seventh,travel
523, okay tell me what the earliest flight is that leaves between atlanta and denver,travel
3900, show flights from denver into san francisco,travel
3122, what is airline nw,travel
4156, list all the airlines flying between washington and denver,travel
1969, sfo to denver on monday november eleventh 1991,travel
671, show me all united flights from denver to san francisco for september first 1991,travel
4188, list all flights at general mitchell international,travel
666, list the cheapest one way flight from miami florida to charlotte north carolina,travel
4319, describe ground transportation in dallas,travel
1887, show afternoon flights from dallas to san francisco,travel
3266, what are the flights from boston to orlando,travel
280, give me the flights for american airline from philadelphia to dallas,travel
1719, i am looking to get one air fare from baltimore to san francisco on a 747 leaving august twenty seventh,travel
2947, what is mia,travel
899, how long does it take to get from atlanta airport into the city of atlanta,travel
4828, show me the fares from washington to oakland,travel
760, what flights leave philadelphia for dallas and depart before noon on american airlines,travel
1906, show me the flights from baltimore to philadelphia,travel
4042, i'd like a flight from st. petersburg to miami on that next thursday,travel
3823, i would like to book a flight for august twenty seventh with us air from baltimore to oakland what flights do you have available,travel
4138, list all us air flights from miami to cleveland leaving on sunday afternoon,travel
3818, while i'm in pittsburgh what ground transportation is available,travel
4300, show me the nonstop flights from atlanta to oakland that leave in the afternoon and arrive between 430 pm and 630 pm,travel
2593, show me round trip fares from pittsburgh to philadelphia,travel
4164, what flights from phoenix to las vegas on saturday,travel
3031, what is the aircraft type with the greatest seating capacity,travel
3579, list list flights between oakland and denver,travel
2832, i would like information on flights from philadelphia to oakland california on friday afternoon,travel
3472, bring up flights from milwaukee to orlando on wednesday night or thursday morning,travel
137, no i want to go from denver to oakland,travel
2180, give me the flights from pittsburgh to los angeles on thursday evening,travel
2128, what is the name of the airport in philadelphia,travel
3177, find the earliest flight from boston to san francisco that serves a meal,travel
4348, show me flights from oakland to dallas on sunday,travel
4261, show me the flights from boston to pittsburgh,travel
4344, what flights are available thursday afternoon from baltimore to atlanta,travel
1331, i'd like a return flight from denver to atlanta evening flights,travel
2017, show me the cheapest flights from san francisco to philadelphia,travel
2482, how many first class flights are provided by american airlines,travel
1358, how much does flight ua 297 from denver to san francisco cost,travel
1329, okay show me all the flights to baltimore,travel
2150, i would like to fly from pittsburgh to atlanta,travel
2122, what is fare code h,travel
3981, show me the fare for us flight 3357 from philadelphia to baltimore,travel
1252, what flights are there from pittsburgh to san francisco on friday,travel
3278, how much does it cost to fly from atlanta to san francisco,travel
3374, show me the most expensive fare,travel
2814, is there an atlanta flight to denver connecting,travel
1848, i need information for ground transportation denver colorado,travel
3037, what type of airplane is an m80,travel
388, show me the airlines between toronto and denver,travel
235, show the flights from denver to san francisco,travel
1077, please list the twa flights from las vegas to new york and fare,travel
1984, show me all flights from san francisco to pittsburgh which arrive in pittsburgh before 9 o'clock am tomorrow,travel
3962, give me all flights from boston to philadelphia next week arriving after lunch,travel
770, show departures from atlanta for american,travel
2165, list flights from atlanta to boston on wednesday afternoon,travel
673, from new york to toronto on thursday morning,travel
249, now show me the flights from memphis to cleveland,travel
1574, may i see all the flights from washington to san francisco please,travel
3419, show me the flights from cincinnati to denver,travel
2081, i want to fly from denver to san francisco with at least one stop,travel
1823, i am interested in a flight on an aircraft number 727 i would like to go from washington to atlanta,travel
716, flights from dallas to houston in the morning,travel
4647, show me the flights from love field,travel
2048, what flights are there from nashville to houston tomorrow evening that serve dinner,travel
4178, dallas ground transportation,travel
2724, what flights from newark to los angeles on wednesday,travel
4501, all flights from boston to washington dc on november eleventh,travel
1460, what flights land at general mitchell international,travel
1668, i would like to find a flight that goes from tampa to montreal making a stop in new york and a flight that serves lunch,travel
2756, give me a list of flights between pittsburgh and baltimore,travel
2000, find me a flight leaving boston at 12 o'clock,travel
404, i would like to leave around 7 o'clock in the morning,travel
384, how many flights go from dallas to baltimore on july nineteenth,travel
4472, what is the lowest fare from denver to pittsburgh,travel
2152, show me early friday morning flights from san francisco to boston,travel
1633, what is the earliest flight from washington to san francisco,travel
4566, what airline is ea the abbreviation for,travel
3925, i want to travel from pittsburgh to oakland around midnight could you give me the flights,travel
4158, nonstop flights from new york city to las vegas on sunday,travel
223, what's the most expensive way i can fly to washington,travel
2193, does delta aircraft fly dc10,travel
3136, show me all flights from san francisco to boston philadelphia or baltimore,travel
1824, what are the coach fares for flights from charlotte to newark tuesday afternoon,travel
4579, could i have listings of flights from new york to montreal canada leaving on wednesday,travel
797, find me the cheapest one way fare i can get from boston to denver,travel
2871, how many fares are there one way from tacoma to montreal,travel
9, show me the flights from dallas to san francisco,travel
1944, please show me airlines with flights from denver to boston stop philadelphia,travel
1838, show me the flights from oakland to denver,travel
255, show me flights from seattle to san francisco that leave after 5 pm,travel
4867, show flights from pittsburgh to oakland,travel
1581, please inform me the type of aircraft used on a flight from atlanta to denver before 12 o'clock noon,travel
2956, is there a united flight from baltimore to san francisco on the morning of august twenty seventh,travel
924, flights from houston to los angeles departing after 1026,travel
4409, show ground transportation in denver,travel
2508, cheapest fare from indianapolis to seattle,travel
3775, please list all flights into denver before noon on united airlines and northwest airlines,travel
4136, what ground transportation is available at the atlanta airport,travel
2779, i'm trying to fly from denver to boston and i want a flight that serves a meal,travel
539, show me flights from los angeles to pittsburgh on monday evening,travel
2745, please show me all one way first class flights from indianapolis to memphis,travel
4478, is there ground transportation in dallas from the dallas airport to downtown dallas,travel
4908, show me flights from new york to miami,travel
1145, round trip air fares from pittsburgh to philadelphia less than 1000 dollars,travel
667, flights from washington august second,travel
3019, list all flights from boston to san francisco with more than 3 stops,travel
357, how much is a flight from washington to boston,travel
2831, what's the earliest flight from dallas to houston,travel
2783, flights from dc to denver,travel
1353, what ground transportation is available in atlanta,travel
470, find the cheapest flight from denver to atlanta with a stopover in pittsburgh,travel
2703, i would like a flight from philadelphia to dallas that makes a stop in atlanta,travel
3330, what's the earliest flight from boston to bwi that serves lunch,travel
3637, list all flights on continental from denver to chicago on sunday which depart after 934 pm,travel
1396, ground transport in denver,travel
3584, i need flight information on thursday leaving pittsburgh and arriving in baltimore in the morning,travel
4466, show me ground transportation in san francisco,travel
3376, show me the most expensive fare,travel
1256, an american airlines flight first class from philadelphia to dallas,travel
3512, show me all nonstop flights between denver and oakland leaving after noon and arriving after 5 pm,travel
1250, what is the cheapest way to travel round trip from milwaukee to san francisco,travel
4785, show me the names of airlines in atlanta,travel
4298, i want to fly denver to pittsburgh,travel
3284, show me fares less than 400 dollars for flights from dallas to baltimore,travel
2933, how many flights does american airlines have with a class of service code f,travel
4175, what is ua,travel
1852, what is the latest flight leaving newark for los angeles wednesday,travel
4847, tell me about ground transportation between the dallas fort worth airport and downtown dallas,travel
2105, i would like to see all flights from baltimore to philadelphia,travel
133, i would like some information on flights leaving boston to atlanta,travel
928, what flights are available wednesday morning from boston to denver,travel
823, i would like to fly from boston to san francisco,travel
4523, what is lowest cost air fare available for a flight from dallas to baltimore arriving on july fourth,travel
1531, i'd like to go from detroit to san diego on wednesday evening june second,travel
1214, please list all the takeoffs and landings for general mitchell international,travel
504, i wish to book a flight from pittsburgh to atlanta coach discount fare,travel
4285, i'd like to see the fare code again qx,travel
1996, i would like to find out the ground travel available in atlanta,travel
3072, is there a flight from pittsburgh to baltimore that arrives between 6 and 7 pm,travel
1958, i'd like to find a flight from las vegas to detroit michigan that leaves in the afternoon on monday,travel
1384, i want to know what flights you have available coach or economy class from baltimore to dallas,travel
894, show me all flights from atlanta to san francisco which leave atlanta after 5 o'clock pm tomorrow,travel
455, show me the flights from philadelphia to atlanta,travel
4615, i would like to know if i fly on american flight number 813 from boston to oakland if i will stop enroute at another city,travel
3709, show me all flights from kansas city to chicago on june sixteenth arriving around 7 o'clock in the evening,travel
4597, give me the flights for american airline from dallas to san francisco,travel
4268, all round trip flights between new york and miami that are first class,travel
3522, i would like a flight from boston to denver on monday,travel
4134, list all flights from atlanta to baltimore thursday morning,travel
3602, what flights are available between baltimore and boston on august twelfth,travel
713, what is the earliest flight from washington to atlanta leaving on wednesday september fourth,travel
4186, i want a flight from boston to denver that stops in pittsburgh,travel
2214, could you please tell me the cheapest fare from atlanta to boston,travel
2923, i want to fly dallas to san francisco on monday july eighth,travel
1810, show me all canadian airlines flights from toronto,travel
3486, how can i get from boston to atlanta and back in the same day and have the most hours on the ground in atlanta,travel
3141, what is the last flight from dallas to boston in the evening,travel
1827, please find the cheapest fare from boston to san francisco,travel
1155, earliest flight from atlanta to philadelphia,travel
1324, all flights and fares from pittsburgh to dallas round trip after 12 pm less than 1100 dollars,travel
4312, how many flights are there between san francisco and philadelphia on august eighteenth,travel
510, us air next wednesday from cleveland to miami,travel
1680, does delta airline fly from denver to pittsburgh,travel
499, what's the lowest round trip fare from dallas to atlanta,travel
4516, what's the cheapest flight from denver to pittsburgh,travel
1856, what is the latest afternoon flight departing san francisco and arriving in boston on november ninth,travel
1388, what flights are available from dallas fort worth to atlanta,travel
3719, tell me about ground transportation at san francisco,travel
2386, i would like to fly from boston to baltimore,travel
3236, what are the flights from pittsburgh to denver,travel
1540, what flights do you have from boston to pittsburgh on wednesday of next week after 6 pm,travel
1217, i would like one flight from kansas city to st. paul arriving around dinnertime 6 pm,travel
2681, leaving denver flying to san francisco before 10 am what type of aircraft is used,travel
2993, show me flights from baltimore to philadelphia,travel
1191, show me all flights from montreal,travel
1542, what is the earliest flight from boston to dallas fort worth leaving august eighth,travel
3301, what flights are there from los angeles to pittsburgh,travel
3324, show flights from philadelphia to dallas on saturday,travel
2539, i would like a flight between boston and atlanta on any day at one in the afternoon,travel
953, please give me all flights from long beach to memphis,travel
4330, what type of aircraft is used on the first flight from philadelphia to dallas in the morning,travel
732, show me the latest flight to love field,travel
1156, what flights from indianapolis to memphis,travel
3294, where does delta fly to that american doesn't,travel
2982, give me flights that arrive in baltimore from denver,travel
2156, show me all flights from pittsburgh to baltimore,travel
1062, show me ground transportation in philadelphia on monday morning,travel
2616, i would like a to know the type of aircraft leaving from atlanta bound to boston on friday this week,travel
1167, i want to fly from milwaukee to orlando on either wednesday evening or thursday morning,travel
3222, what flights go from boston to dallas,travel
3636, what flights from las vegas to montreal on saturday,travel
2938, how many flights does twa have with business class,travel
4491, give me flights that arrive in baltimore from denver,travel
3140, what airline is ea,travel
143, what are the coach fares from charlotte to la wednesday night,travel
3577, am flights from dallas to san francisco,travel
2782, show me the flights from cincinnati to denver,travel
717, what are your flights from pittsburgh to baltimore,travel
1819, i need information flight information for tuesday on a flight leaving baltimore bound for dallas,travel
2502, i want to fly from miami to chicago on american airlines and arrive at around 5 o'clock in the afternoon show me all flights,travel
4360, i would like information for flights from baltimore to dallas on early tuesday morning,travel
4171, what is the fare on november seventh going one way from san francisco to oakland,travel
395, round trip flights between new york and miami,travel
4814, show me the nonstop flights from dallas to houston,travel
4492, from denver to baltimore,travel
1365, show flights from pittsburgh into san francisco,travel
4538, list the flights that arrive and depart from general mitchell international airport,travel
595, i would like to know the latest flight on wednesday you have leaving from oakland to salt lake city which offers a meal,travel
3952, ground transportation in oakland,travel
2914, which airlines have flights between charlotte and newark,travel
2326, show me all the flights between dallas fort worth and either san francisco or oakland that depart between 5 and 7 pm,travel
3766, can you show me the list of flights that fly from washington to san francisco via dallas,travel
3440, show me the cheapest fare in the database,travel
3851, does continental airlines fly from denver to san francisco,travel
4132, what does fare code qo mean,travel
4571, i'd like to fly from minneapolis to long beach two days from today in the early morning,travel
2143, show flights from pittsburgh to oakland,travel
1571, when is the first flight leaving from oakland to boston,travel
4079, flights from indianapolis to seattle,travel
1122, what is the cost of round trip ticket first class between oakland and atlanta,travel
2786, show me fares from baltimore to philadelphia,travel
2967, show me the cheapest fare from baltimore to dallas,travel
2504, please list the flights from new york to los angeles,travel
3465, which airlines have connections between pittsburgh and baltimore,travel
675, which airlines fly from boston to washington dc but stopover in some other city,travel
2808, is there a flight between philadelphia and denver that leaves philadelphia around 2 o'clock in the afternoon,travel
3348, please list all flights between indianapolis and orlando on the twenty seventh of december,travel
728, how many first class flights does united have today,travel
412, what are the cheapest one way flights from atlanta to denver,travel
3146, flights that go from oakland to philadelphia on friday,travel
1516, show me the ground transportation to westchester county,travel
825, are there any flights on june eleventh from st. petersburg to milwaukee,travel
3267, i need a flight from baltimore to seattle that stops in minneapolis,travel
3974, american flights from chicago to los angeles morning,travel
616, what are the flights from atlanta to baltimore,travel
114, what flights go from newark to boston after 5 pm,travel
417, i am interested in a flight on american airlines from dallas to washington,travel
3069, what is the cheapest flight flying from boston to atlanta before 8,travel
1625, on friday i need to see all flights that leave atlanta and arrive in dallas before 6 pm,travel
4927, list flights from houston to memphis june twenty ninth,travel
4185, do you have a flight from salt lake city to st. petersburg,travel
2896, list all flights from denver to philadelphia,travel
4650, what flights leave from newark to los angeles in the afternoon,travel
2082, what is the latest flight i can take from washington to san francisco,travel
753, can you list all flights from washington to toronto,travel
2546, what's the next smallest plane after a turboprop,travel
3969, find me a flight from atlanta to baltimore,travel
3373, what is the latest flight from salt lake city to phoenix,travel
4107, show me the cheapest fares from san diego to miami one way,travel
2444, show me the flights going from pittsburgh to san francisco on monday,travel
4380, us 771 pittsburgh to philadelphia what is the fare,travel
1066, i want to fly from baltimore to dallas round trip,travel
3913, show me first class round trip flights from new york to miami i want the cheapest first class fare please,travel
3498, i like to see the information for flights from pittsburgh to san francisco leaving pittsburgh after 12 pm,travel
2738, show flights between denver and san francisco for september seventeenth,travel
4000, i'd like the earliest flight information from boston to san francisco with a meal,travel
1568, show me flights from milwaukee to orlando on wednesday after 6 pm,travel
2427, i want to fly united airlines from boston to denver,travel
3746, find me the cheapest flight from boston to washington,travel
4618, what is the price of a one way fare from atlanta to boston,travel
1687, i would like to book a flight from chicago to seattle on june fourth,travel
851, are there any flights from boston to oakland that stop,travel
3546, what is the cheapest flight from pittsburgh to atlanta,travel
895, round trip fares from denver to philadelphia less than 1000 dollars,travel
335, what's the difference between fare code q and fare code f,travel
2839, list all flights from minneapolis to long beach on saturday,travel
3087, what does lax stand for,travel
1348, what flights are there available from philadelphia to denver on wednesday with economy class,travel
1015, show me all flights from denver to burbank,travel
2816, what are all monday flights from denver to san francisco on united airlines,travel
1631, what are the flights from boston to san francisco leaving tomorrow,travel
2489, show me the latest flight from las vegas to denver,travel
3730, show me the ground transportation at denver,travel
3251, what are the flights from boston to philadelphia,travel
4613, show me the round trip tickets from baltimore to dallas,travel
2070, show me all flights on thursday from atlanta to oakland which arrive in oakland before 5 o'clock pm and serve a meal,travel
4452, what's the earliest flight from boston to bwi that serves dinner,travel
4860, please list the flights leaving from st. louis to st. paul after 10 am,travel
1635, okay let's see do you have a flight on delta airline from atlanta to boston,travel
2479, now i need a one way flight from pittsburgh to denver,travel
2265, show me flights from baltimore to philadelphia please,travel
2959, i'd like a flight tomorrow from san diego to toronto,travel
4710, what are the morning flights from philadelphia to dallas going on american airlines,travel
3059, also show me the first flight from atlanta to denver on a thursday,travel
2141, what flights from los angeles to minneapolis,travel
3118, i'd like to fly round trip from boston to pittsburgh,travel
4704, show me the itinerary for the connecting flight from dallas fort worth to san francisco that departs dallas fort worth at 1940,travel
4045, what is the smallest aircraft that flies from pittsburgh to baltimore arriving may seventh,travel
3356, tell me about flights from st. petersburg arriving in toronto before noon,travel
2744, show me the flights from dallas to atlanta,travel
3506, how many first class flights does united have leaving from all cities today,travel
1679, i need to spend much of a day on the ground in atlanta find me an early flight from boston and the lastest possible flight back from atlanta,travel
4249, what are all flights from san francisco to philadelphia with stops in pittsburgh,travel
3147, what is the distance from san francisco international airport to san francisco,travel
2294, show me the flights from boston to oakland,travel
580, airline code as,travel
1470, list all flights from washington dc to tampa florida,travel
4070, which airlines have flights from denver to pittsburgh,travel
3343, show me the flights from oakland to washington,travel
4583, what flights are between washington and san francisco,travel
3672, show the flights from san francisco to pittsburgh,travel
559, what is the cheapest way to fly from denver to oakland,travel
2849, price of flight from cleveland to nashville,travel
512, i'd like a flight from detroit to st. petersburg for tuesday,travel
1081, i need to fly leaving philadelphia to atlanta,travel
1664, show me all flights from pittsburgh to oakland that arrive after 10 am,travel
1012, i need a flight from philadelphia to san francisco next wednesday,travel
1931, i want a nonstop flight from indianapolis to toronto that leaves thursday morning,travel
1150, ground transportation denver,travel
2838, i want a flight from ontario to chicago,travel
116, what is the earliest flight departing san francisco and arriving in boston on november ninth,travel
740, show me all the flights from baltimore to columbus,travel
4784, i need a flight from new york city to montreal tomorrow,travel
3675, is there a flight around 3 pm from charlotte to minneapolis,travel
830, can you list all flights from chicago to milwaukee,travel
119, what flights leave pittsburgh and arrive in los angeles after 5 pm on thursday,travel
4757, flights from denver to seattle on saturday morning on continental,travel
4717, i would like information on flights from baltimore to atlanta on thursday arriving in atlanta before 6 pm,travel
635, i would like to fly from boston to denver early in the morning,travel
4465, is there an airline that has a flight from philadelphia to san francisco with a stop in dallas,travel
4364, boston to pittsburgh wednesday,travel
4142, what are the different classes of service and the prices for us air,travel
991, what's the last flight leaving from pittsburgh to oakland,travel
876, what is the price of a first class ticket from milwaukee to san francisco round trip,travel
4, i need a flight tomorrow from columbus to minneapolis,travel
3051, show me one way flights from tampa to st. louis departing before 10 am,travel
3124, show me all flights from atlanta to denver which leave after 5 o'clock pm the day after tomorrow,travel
2660, may i have a listing of flight numbers from columbus ohio to minneapolis minnesota on monday,travel
2491, what is the earliest flight that eastern has between boston and washington,travel
3854, i'd also like to see a list of the flights from pittsburgh to atlanta,travel
1715, list the nonstop flights from miami to washington dc,travel
1148, what is the cheapest round trip flight from denver to atlanta,travel
3261, list all arrivals from any airport to baltimore on thursday morning arriving before 9 am,travel
574, in the next two days i want to fly from nashville to san jose or to tacoma,travel
3769, show me flights from milwaukee to orlando on a thursday before noon,travel
3736, give me the cheapest round trip flight from dallas to baltimore,travel
4146, show me the flight classes for delta airlines,travel
853, i need information on a flight from washington to fort worth,travel
1982, what is the earliest departure time from boston to denver,travel
2774, pittsburgh to boston saturday,travel
1166, what does ff mean,travel
971, define airline us,travel
2701, i live in washington and i would like to make a trip to san francisco can you tell me which airlines connect with those two cities,travel
4495, what united airlines first class airfare flights are available from denver to baltimore on july three,travel
3847, round trip fares from denver to philadelphia less than 1000 dollars,travel
2368, can you list costs of denver rental cars,travel
4115, a first class flight on american to san francisco on the coming tuesday,travel
4131, show me the flights from denver to philadelphia,travel
2950, i'd like to find a flight between dallas and philadelphia,travel
524, i want a flight from toronto to montreal that leaves early friday morning,travel
2455, show me the flights from atlanta to philadelphia,travel
1841, i need a flight from philadelphia to dallas,travel
537, find me the latest flight leaving atlanta august seventh and arriving in denver,travel
2806, show me the nonstop flights from dallas to houston,travel
4341, list all the flights that arrive at general mitchell international from various cities,travel
3175, first class from detroit to st. petersburg,travel
784, on tuesday i'd like to find a flight from detroit to st. petersburg that arrives before 10 pm,travel
4057, flight on monday from philadelphia to oakland california early morning,travel
1409, how much is a limousine between dallas fort worth international airport and dallas,travel
2537, give me american airlines from milwaukee to phoenix on saturday and sunday,travel
154, show me all flights from san francisco to washington dc area,travel
3009, what is the seating capacity for the f28,travel
1686, i need a flight from phoenix to detroit leaving monday evening,travel
2901, show me one way flights from milwaukee to orlando,travel
4926, flight 417 from cincinnati to dallas,travel
3863, what are the coach fares from la to charlotte monday morning,travel
2733, show me flights from washington to boston on friday,travel
1895, show me the flights from boston to atlanta and the return flights from atlanta to boston,travel
569, give me the flights and fares on december twenty seventh from indianapolis to orlando,travel
1816, show me flights from dallas to houston and from houston to dallas,travel
2065, what is fare code q,travel
127, on the 8 am flight from san francisco to atlanta what type of aircraft is used,travel
3394, find a flight between denver and oakland the flight should leave in the afternoon and arrive near 5 pm the flight should also be nonstop,travel
3327, what are the flights from boston to washington,travel
4963, what airlines have flights from baltimore to seattle,travel
2975, what flights from atlanta to toronto,travel
980, what airlines fly between boston and san francisco,travel
2300, which airlines have first class flights today,travel
190, i'd like to fly continental airlines between boston and philadelphia,travel
1139, i'd like to find a flight from tampa to montreal that makes a stop in new york,travel
699, list flights from detroit to san diego on thursday,travel
4758, what is the least expensive flight from pittsburgh to atlanta leaving on october fifth,travel
606, flights from newark to boston,travel
4276, what northwest flights stop in denver,travel
301, i need a flight from boston to pittsburgh that leaves early in the morning,travel
3420, could you tell me what the abbreviation us stands for,travel
4914, show me economy fares from dallas to baltimore,travel
1060, is there a flight on united airlines from boston to denver,travel
2565, show me the type of aircraft that cp uses,travel
4971, i want a flight from philadelphia to dallas with a stop in atlanta,travel
1069, find travel arrangements for a round trip flight from dallas to pittsburgh,travel
2524, is there a meal on delta flight 852 from san francisco to dallas fort worth,travel
2205, show me the flight schedule from pittsburgh to san francisco,travel
1243, i'd like to find the earliest flight possible from san francisco to atlanta,travel
16, all flights from denver to pittsburgh leaving after 6 pm and before 7 pm,travel
3120, i'd like the first flight in the morning from boston to washington,travel
4642, what city is mco,travel
815, does united airlines fly from boston to dallas fort worth,travel
3067, find the earliest breakfast flight from boston to oakland,travel
4762, what are the coach class fares on flights from pittsburgh to atlanta,travel
959, what is the cost of a ticket going from denver to boston july twenty fifth 1991,travel
225, what is the schedule of ground transportation from the airport in philadelphia into downtown,travel
3354, can you list the earliest flights from oakland to salt lake city on thursday,travel
2485, what is the earliest flight from boston to atlanta,travel
562, what does restriction ap 57 mean,travel
3436, show me the flights out of love field,travel
1693, what is the flight number for the continental flight which leaves denver at 1220 pm and goes to san francisco,travel
1045, i would like a flight from atlanta to dallas on friday that arrives in dallas by 6 pm,travel
3446, what is the cheapest one way fare from denver to pittsburgh,travel
4565, show me the flights from love field to all other airports,travel
954, flight from denver to dallas fort worth,travel
4962, we're going from denver to san francisco,travel
2735, show me the lowest price from dallas to baltimore,travel
4881, what is the earliest flight that has no stops from washington to san francisco on friday,travel
4801, show me the flights available from san francisco to pittsburgh for tuesday and also the price,travel
1218, list nonstop flights from baltimore to newark on wednesday before noon,travel
1527, what type of aircraft leaves from boston to washington dc at 9 am,travel
3987, show me the first class fares from baltimore to dallas,travel
1300, what are the flights from las vegas to burbank also on saturday may twenty two,travel
4869, please find the earliest possible flight from boston to denver,travel
160, i want to fly from boston to denver and i don't want any stopovers and i'd like to fly only during the afternoon,travel
4067, show me all flights from philadelphia to atlanta that leave after 5 pm on wednesday,travel
956, i'd like to know what type of plane flies from boston to dallas fort worth after 530,travel
3791, i would like a flight from philadelphia to dallas,travel
3234, could you tell me what the earliest flight that goes between atlanta and denver is which serves a meal,travel
2869, what is the meaning of meal code s,travel
3777, what flights are available from san francisco to pittsburgh on monday morning,travel
4433, which flights are there on tuesday from san francisco to pittsburgh,travel
2961, i need a flight from boston to denver,travel
2200, what are the cheapest one way flights from pittsburgh to atlanta,travel
98, what flights from denver to pittsburgh arrive before 8 in the morning,travel
2557, i'd like to fly from boston to san francisco could you find me the cheapest fare,travel
3183, give me nonstop flights from new york city to las vegas,travel
253, give me the flights from pittsburgh to los angeles thursday evening,travel
3923, list the flights on sunday afternoon from oakland to dallas,travel
4199, please list the wednesday american airline flights from milwaukee to san jose,travel
1445, i would like information on flights from dallas fort worth to atlanta on wednesday morning,travel
1648, okay i'd like a nonstop flight from houston to memphis that arrives in memphis in the early afternoon on tuesday june first,travel
4682, what flights takeoff and land at general mitchell international,travel
4723, i'd like to find the cheapest flight from washington dc to atlanta,travel
3991, i want to make a round trip flight from washington to san francisco and return,travel
1696, i want to fly philadelphia to dallas on july eighth,travel
3191, i need a flight from san francisco to boston that leaves after 7 am,travel
4499, what's the ground transportation from oakland to san francisco,travel
1154, and how much does it cost to travel from boston airport to downtown,travel
2255, show me all the flights to baltimore from denver or philadelphia or pittsburgh,travel
1682, list all flights from baltimore to san francisco on friday,travel
3170, find a flight from charlotte to las vegas that stop in st. louis that serve dinner and i want to find the airline for this flight,travel
2056, morning flight from boston to philadelphia,travel
4090, show me all the flights from cincinnati to toronto,travel
3108, i would like the time your earliest flight from washington to philadelphia,travel
4548, list all the takeoffs and landings at general mitchell international,travel
3723, show me evening flights to baltimore,travel
2049, how many first class flights does united have leaving from all cities today,travel
3643, i need the flights that leave denver after 7 pm next monday and fly to pittsburgh,travel
4905, what is the earliest united airlines flight flying from denver to baltimore and arriving on july fourth,travel
623, show me all flights from baltimore to dallas,travel
262, flights from nashville to seattle,travel
3369, show me all the flights from indianapolis to san diego on us air,travel
4061, all flights from charlotte to anywhere on us air,travel
1802, what is the minimum connection time for houston intercontinental,travel
4736, what airport in new york is closest to downtown,travel
4969, show me round trips from houston to las vegas nonstop,travel
2385, what flights are available on dl from dallas to atlanta on monday morning,travel
1959, list the earliest flights from st. paul to san jose,travel
2976, list the earliest flights from st. paul to houston,travel
488, list the flights from pittsburgh to san francisco on thursday,travel
1843, which airlines fly from toronto to san diego and have a stopover in denver,travel
1734, what afternoon flights are available between denver and dallas fort worth,travel
2911, what airline uses the code hp,travel
3219, what does ord mean,travel
146, i would like to know the flights available from boston to denver arriving in denver by 8 o'clock wednesday morning,travel
1986, what is the last flight from baltimore to boston,travel
1369, list possible round trip daily flights between boston and oakland,travel
2811, show me the flights from denver to atlanta on friday,travel
659, what is the fare code y and what is the fare code h,travel
1794, show me a list of all the airlines that offer business class service,travel
2511, please give me direct morning flights from pittsburgh to atlanta,travel
3397, list flights from san francisco to denver on friday,travel
4282, show me all flights for tomorrow from san francisco to pittsburgh,travel
1147, what does code y stand for,travel
3272, i would like a flight from oakland to philadelphia at one in the afternoon arriving at 5 pm,travel
608, all united airlines flights with stopovers in denver,travel
3582, show me all the saturday flights from pittsburgh to baltimore,travel
1930, what does the fare code yn mean,travel
197, show all flights from boston to denver on july thirty first,travel
